Project Name,Country,Country Full Name,Region,Date Online,Status,Technology Category,Production Technology,Carbon Capture,Type of Electricity Used for Production,Hydrogen Product,End Use,IEA zero-carbon estimated normalized capacity,Electricty Used Color(Feedstock),Latitude,Longitude
Secunda SAF Project - Phase II,ZAF,South Africa,Africa,2040,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,Synfuels,Synfuels,1647230.23,Green - Renewables,-30.559482,22.937506
EEHC - Siemens MoU,EGY,Egypt,Africa,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,33333.33,Green - Renewables,26.820553,30.802498
Proyecto Faro del Sur,CHL,Chile,Central and South America,2025,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Synfuels,53333.33,Green - Renewables,-35.675147,-71.542969
HyPro Aconcagua,CHL,Chile,Central and South America,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Refining,4444.44,Green - Renewables,-35.675147,-71.542969
Antofagasta Mining Energy Renewable ,CHL,Chile,Central and South America,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,MeOH,Methanol,17777.78,Green - Renewables,-35.675147,-71.542969
Green Steel - H2V CAP,CHL,Chile,Central and South America,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,4444.44,Green - Renewables,-35.675147,-71.542969
Coagener Los Barrios,ESP,Spain,Europe,2023,FID,Electrolysis,Unknown PtX,No,Solar PV,H2,Research,222.22,Green - Renewables,40.463667,-3.74922
Grand Inga hydroelectric power project,COD,Congo [DRC],Africa,,Concept,Electrolysis,Unknown PtX,No,Hydropower,H2,Power,0,Green - Renewables,-4.038333,21.758664
"Shell China - Zhangjiakou, phase 2",CHN,China,Asia and Pacific,2024,FID,Electrolysis,Alkaline Electrolysis,No,Onshore wind,H2,Transportation,8695.65,Green - Renewables,35.86166,104.195397
"H2biscus, phase 1",MYS,Malaysia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,H2,Other Industries,8978.5,Green - Renewables,4.210484,101.975766
"H2biscus, phase 2",MYS,Malaysia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,Ammonia,Ammonia,145509.93,Green - Renewables,4.210484,101.975766
"H2biscus, phase 3",MYS,Malaysia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,MeOH,Methanol,112885.97,Green - Renewables,4.210484,101.975766
"H2biscus, phase 4",MYS,Malaysia,Asia and Pacific,,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,Ammonia,Ammonia,0,Grey - Nat Gas Reforming,4.210484,101.975766
Engie - Masdar - Fertiglobe Abu Dhabi,ARE,United Arab Emirates,Middle East,2025,Concept,Electrolysis,Unknown PtX,No,Solar PV,Ammonia,Ammonia,44444.44,Green - Renewables,23.424076,53.847818
Oskarshamn nuclear plant,SWE,Sweden,Europe,1992,Operational,Electrolysis,Alkaline Electrolysis,No,Nuclear,H2,Power,134.83,Green - Renewables,60.128161,18.643501
"Port of Marseille FOS, phase I",FRA,France,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,22222.22,Green - Renewables,46.227638,2.213749
"Port of Marseille FOS, final phase",FRA,France,Europe,2031,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,111111.11,Green - Renewables,46.227638,2.213749
Belfort HRS,FRA,France,Europe,2023,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,217.39,Green - Renewables,46.227638,2.213749
SoCalGaS - Kore demo facility,USA,United States,North America,2021,DEMO,Natural Gas,Waste pyrolysis,No,Other,H2,Research,468.16,Blue - Nat Gas Coal&Oil,37.09024,-95.712891
Port of Hanstholm - hydrogen,DNK,Denmark,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,0,Green - Renewables,56.26392,9.501785
Port of Hanstholm - methanol,DNK,Denmark,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,0,Green - Renewables,56.26392,9.501785
Lhyfe-Enerparc Luckau project,DEU,Germany,Europe,2023,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Solar PV,H2,Transportation,1086.96,Green - Renewables,51.165691,10.451526
Ande - Fortescue Future Industries MoU,PRY,Paraguay,Central and South America,,Concept,Electrolysis,Unknown PtX,No,Hydropower,H2,Ammonia,133333.33,Green - Renewables,-23.442503,-58.443832
Ande - Maire Tecnimont - FerSam,PRY,Paraguay,Central and South America,2026,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,Ammonia,Ammonia,77777.78,Green - Renewables,-23.442503,-58.443832
"Ande - Neogreen Hydrogen, phase 1",PRY,Paraguay,Central and South America,,Feasibility study,Electrolysis,Unknown PtX,No,Hydropower,H2,Transportation,6666.67,Green - Renewables,-23.442503,-58.443832
"Ande - Neogreen Hydrogen, phase 2",PRY,Paraguay,Central and South America,,Concept,Electrolysis,Unknown PtX,No,Hydropower,H2,Transportation,104444.44,Green - Renewables,-23.442503,-58.443832
Dorset Green H2 Project,GBR,United Kingdom,Europe,2022,Under construction,Electrolysis,Unknown PtX,No,Solar PV,H2,Research,193.33,Green - Renewables,55.378051,-3.435973
GreenH2Atlantic,PRT,Portugal,Europe,2025,Feasibility study,Electrolysis,Alkaline Electrolysis,No,Solar PV,H2,Research,21739.13,Green - Renewables,39.399872,-8.224454
"Catalina Project, Phase 1",ESP,Spain,Europe,2025,FID,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Ammonia,111111.11,Green - Renewables,40.463667,-3.74922
"Catalina Project, Phase 2",ESP,Spain,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Ammonia,333333.33,Green - Renewables,40.463667,-3.74922
Trzebinia refinery,POL,Poland,Europe,2021,Operational,Electrolysis,Unknown PtX,No,Other,H2,Refining,448.93,Green - Renewables,51.919438,19.145136
Pembroke power station,GBR,United Kingdom,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,22222.22,Green - Renewables,55.378051,-3.435973
CNPC China Northwest (Xinjiang) hub refinery hydrogen,CHN,China,Asia and Pacific,2025,Feasibility study,Coal,Coal Gassification,Yes,Other,H2,Refining,89768.22,Blue - Nat Gas Coal&Oil,35.86166,104.195397
PETROTEL-LUKOIL  refinery ,ROU,Romania,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Refining,0,Green - Renewables,45.943161,24.96676
Lightsource bp - Dourogás project,PRT,Portugal,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Grid Injection,28888.89,Green - Renewables,39.399872,-8.224454
Geelong Hydrogen Hub,AUS,Australia,Asia and Pacific,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,79588.01,Green - Renewables,-25.274398,133.775136
H2Enable,PRT,Portugal,Europe,2040,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,0,Green - Renewables,39.399872,-8.224454
Hy2gen Sauda project,NOR,Norway,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,66666.67,Green - Renewables,60.472024,8.468946
Firlough project,IRL,Ireland,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,H2,Transportation,0,Green - Renewables,53.41291,-8.24389
Alcázar de San Juan - pHYnix,ESP,Spain,Europe,2023,FID,Electrolysis,Unknown PtX,No,Other,H2,Transportation,1859.83,Green - Renewables,40.463667,-3.74922
Sojitz Queensland project,AUS,Australia,Asia and Pacific,2024,FID,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,-25.274398,133.775136
Green CCU Hub Aalborg,DNK,Denmark,Europe,2024,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,26666.67,Green - Renewables,56.26392,9.501785
Blue Seal,DNK,Denmark,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Transportation,11111.11,Green - Renewables,56.26392,9.501785
Green lab skive (Phase III),DNK,Denmark,Europe,2027,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,50222.22,Green - Renewables,56.26392,9.501785
"European Energy, phase I",DNK,Denmark,Europe,2023,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Domestic Heat,1333.33,Green - Renewables,56.26392,9.501785
"European Energy, phase II",DNK,Denmark,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Domestic Heat,1333.33,Green - Renewables,56.26392,9.501785
"Eurowind Mariagerfjord, phase 1",DNK,Denmark,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,9555.56,Green - Renewables,56.26392,9.501785
"Eurowind Mariagerfjord, phase 2",DNK,Denmark,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,9555.56,Green - Renewables,56.26392,9.501785
 Port of Aabenraa,DNK,Denmark,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,22222.22,Green - Renewables,56.26392,9.501785
 Port of Aabenraa Methanol,DNK,Denmark,Europe,2023,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,MeOH,Methanol,9615.38,Pink - Nuclear,56.26392,9.501785
Vordingborg biofuels,DNK,Denmark,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,24540.43,Green - Renewables,56.26392,9.501785
Aalborg MeOH project,DNK,Denmark,Europe,2028,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,MeOH,Methanol,77777.78,Green - Renewables,56.26392,9.501785
CCU biogas (11x36MW),DNK,Denmark,Europe,2026,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,CH4,CH4 Grid Injection,88000,Green - Renewables,56.26392,9.501785
Fortescue Future Industries - Incitec Pivot MoU,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,64132.16,Green - Renewables,-25.274398,133.775136
Fortescue Future Industries - Refining NZ MoU,NZL,New Zealand,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Refining,0,Green - Renewables,-40.900557,174.885971
Enagas - CEAR MoU,ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Research,6666.67,Green - Renewables,40.463667,-3.74922
"Sun Brilliance West Australia Project, phase 1",AUS,Australia,Asia and Pacific,2025,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,184774.51,Green - Renewables,-25.274398,133.775136
"Sun Brilliance West Australia Project, phase 2",AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Synfuels,397619.41,Green - Renewables,-25.274398,133.775136
Borealis-Hynamic MoU Green Ammonia,FRA,France,Europe,2026,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,6666.67,Green - Renewables,46.227638,2.213749
Montana Renewables,USA,United States,North America,2023,FID,Electrolysis,Unknown PtX,No,Other,H2,Synfuels,0,Green - Renewables,37.09024,-95.712891
Appalachian hydrogen hub,USA,United States,North America,,Concept,Natural Gas,Steam Reforming,Yes,Other,H2,Refining,0,Grey - Nat Gas Reforming,37.09024,-95.712891
Green Fuels for Denmark,DNK,Denmark,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Various,Transportation,233333.33,Green - Renewables,56.26392,9.501785
Fortescue Future Industries Gull Island,CAN,Canada,North America,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,0,Green - Renewables,56.130366,-106.346771
Port of South Louisiana,USA,United States,North America,,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,337213.48,Green - Renewables,37.09024,-95.712891
Hive Energy green ammonia plant,ESP,Spain,Europe,2026,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,Ammonia,Ammonia,9619.82,Pink - Nuclear,40.463667,-3.74922
Cactus Energia Verde Port of Pecem,BRA,Brazil,Central and South America,2026,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Synfuels,161613.05,Green - Renewables,-14.235004,-51.92528
Ingenostrum - Total Eren MoU,BRA,Brazil,Central and South America,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,-14.235004,-51.92528
Reuze,FRA,France,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,Synfuels,Synfuels,88888.89,Green - Renewables,46.227638,2.213749
Octopus Hydrogen - BayWa MoU,GBR,United Kingdom,Europe,2023,Concept,Electrolysis,Unknown PtX,No,Combination Renewable,H2,Synfuels,6666.67,Green - Renewables,55.378051,-3.435973
"Atacama Hydrogen Hub, phase 1",CHL,Chile,Central and South America,2022,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,2222.22,Green - Renewables,-35.675147,-71.542969
"Atacama Hydrogen Hub, phase 2",CHL,Chile,Central and South America,2025,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Ammonia,141090.76,Green - Renewables,-35.675147,-71.542969
ACH-MRP,CHL,Chile,Central and South America,2027,Feasibility study,Electrolysis,Unknown PtX,No,Combination Renewable,Ammonia,Ammonia,230875.79,Green - Renewables,-35.675147,-71.542969
H1 Magallanes,CHL,Chile,Central and South America,2028,Feasibility study,Electrolysis,Unknown PtX,No,Onshore wind,Ammonia,Ammonia,218049.36,Green - Renewables,-35.675147,-71.542969
San Pedro de Atacama project,CHL,Chile,Central and South America,2023,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Power,488.89,Green - Renewables,-35.675147,-71.542969
Selknam,CHL,Chile,Central and South America,2026,Concept,Electrolysis,Unknown PtX,No,Onshore wind,Ammonia,Ammonia,109024.68,Green - Renewables,-35.675147,-71.542969
Aker - Berlevag,NOR,Norway,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,22222.22,Green - Renewables,60.472024,8.468946
"Aker - Rjukan, phase 1",NOR,Norway,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,4444.44,Green - Renewables,60.472024,8.468946
"Aker - Rjukan, phase 2",NOR,Norway,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,4444.44,Green - Renewables,60.472024,8.468946
Heliogen Arizona green NH3,USA,United States,North America,,Concept,Electrolysis,Solid Oxide Electrolysis Cells,No,Solar PV,Ammonia,Iron & Steel,4619.36,Yellow - Mixed Origin Grid Energy,37.09024,-95.712891
"BP Castellon refinery, phase 2",ESP,Spain,Europe,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Refining,21111.11,Green - Renewables,40.463667,-3.74922
"Wilhelmshaven , phase 3",DEU,Germany,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,131111.11,Green - Renewables,51.165691,10.451526
China Coal Ordos Energy and Chemical,CHN,China,Asia and Pacific,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,MeOH,Methanol,24540.43,Green - Renewables,35.86166,104.195397
"Nazare Green Hydrogen Valley, phase 1",PRT,Portugal,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Other Industries,8888.89,Green - Renewables,39.399872,-8.224454
"Nazare Green Hydrogen Valley, phase 2",PRT,Portugal,Europe,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Other Industries,120000,Green - Renewables,39.399872,-8.224454
Sinopec Yanshan Petrochemical,CHN,China,Asia and Pacific,2021,DEMO,Electrolysis,Proton Exchange Membrane Electrolysis,No,Combination Renewable,H2,Synfuels,480.77,Pink - Nuclear,35.86166,104.195397
"Green Crane, Murcia (part of Green Crane Gigafactory)",ESP,Spain,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,32066.08,Green - Renewables,40.463667,-3.74922
Lacq Hydrogen,ESP,Spain,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Power,1282643.27,Green - Renewables,40.463667,-3.74922
"First HyDeal hub, phase 1",ESP,Spain,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Ammonia,1000000,Green - Renewables,40.463667,-3.74922
"First HyDeal hub, completion",ESP,Spain,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Ammonia,644444.44,Green - Renewables,40.463667,-3.74922
Origin Hunter Valley hydrogen hub,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Grid,H2,Ammonia,12222.22,Green - Renewables,-25.274398,133.775136
O&L group - CMB.TECH hydrogen hub,NAM,Namibia,Africa,2023,FID,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,888.89,Green - Renewables,-22.95764,18.49041
White Martins - Rio Grande do Su MoU,BRA,Brazil,Central and South America,,Concept,Electrolysis,Unknown PtX,No,Offshore wind,H2,Ammonia,0,Green - Renewables,-14.235004,-51.92528
Hazer-Suncor-FortisBC MoU,CAN,Canada,North America,2025,Concept,Natural Gas,Methane pyrolysis,No,Other,H2,Research,3206.61,Turquoise - Nat Gas Pyrolysis,56.130366,-106.346771
Ballylumford energy storage demo project,GBR,United Kingdom,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Offshore wind,H2,Grid Injection,4444.44,Green - Renewables,55.378051,-3.435973
Freeport East Hydrogen Hub,GBR,United Kingdom,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,222222.22,Green - Renewables,55.378051,-3.435973
Bell Bay smelter,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Grid,H2,Iron & Steel,0,Green - Renewables,-25.274398,133.775136
Raahe hub,FIN,Finland,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Other Industries,0,Green - Renewables,61.92411,25.748151
ExxonMobil Baytown petrochemical site,USA,United States,North America,2030,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Refining,0,Grey - Nat Gas Reforming,37.09024,-95.712891
"New Fortress Energy green hydrogen US gulf, phase 1",USA,United States,North America,2023,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Other,H2,Research,23076.92,Pink - Nuclear,37.09024,-95.712891
"New Fortress Energy green hydrogen US gulf, phase 1",USA,United States,North America,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,84444.44,Green - Renewables,37.09024,-95.712891
Norsk e-Fuel Phase 3,NOR,Norway,Europe,2029,Concept,Electrolysis,Solid Oxide Electrolysis Cells,No,Combination Renewable,Synfuels,Synfuels,39681.78,Yellow - Mixed Origin Grid Energy,60.472024,8.468946
Air Liquide Dunkirk,FRA,France,Europe,2027,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Iron & Steel,88888.89,Green - Renewables,46.227638,2.213749
Renewstable Swakopmund,NAM,Namibia,Africa,2025,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Power,5333.33,Green - Renewables,-22.95764,18.49041
Sonangol,AGO,Angola,Africa,2024,Concept,Electrolysis,Unknown PtX,No,Other,Ammonia,Ammonia,64671.09,Green - Renewables,-11.202692,17.873887
Petronas-ENEOS MoU,MYS,Malaysia,Asia and Pacific,2027,Concept,Electrolysis,Unknown PtX,No,Other,LOHC,Research,64132.16,Green - Renewables,4.210484,101.975766
"ACME-Scatec Oman, phase I",OMN,Oman,Middle East,2026,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,Ammonia,Ammonia,66666.67,Green - Renewables,21.512583,55.923255
"ACME-Scatec Oman, phase II",OMN,Oman,Middle East,,Concept,Electrolysis,Unknown PtX,No,Solar PV,Ammonia,Ammonia,277161.81,Green - Renewables,21.512583,55.923255
H2ercules,DEU,Germany,Europe,2030,Concept,Electrolysis,Unknown PtX,No,Other,H2,Refining,222222.22,Green - Renewables,51.165691,10.451526
Promigas,COL,Colombia,Central and South America,2022,Operational,Electrolysis,Proton Exchange Membrane Electrolysis,No,Solar PV,H2,Grid Injection,4.23,Pink - Nuclear,4.570868,-74.297333
Ari Products Arizona,USA,United States,North America,2023,FID,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,4681.65,Green - Renewables,37.09024,-95.712891
"H2UDF, phase I",ESP,Spain,Europe,2023,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,1111.11,Green - Renewables,40.463667,-3.74922
Hidroversol Castilla y León,ESP,Spain,Europe,2025,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,44444.44,Green - Renewables,40.463667,-3.74922
"H2UDF, phase II",ESP,Spain,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,1111.11,Green - Renewables,40.463667,-3.74922
"AsturiasH2Valley, Abono",ESP,Spain,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,22222.22,Green - Renewables,40.463667,-3.74922
Inspira Madrid,ESP,Spain,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,2222.22,Green - Renewables,40.463667,-3.74922
SolarHy Cordoba,ESP,Spain,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Synfuels,12222.22,Green - Renewables,40.463667,-3.74922
"Green Hydrogen Kherson region, phase 1",UKR,Ukraine,Asia and Pacific,2023,Concept,Electrolysis,Alkaline Electrolysis,No,Combination Renewable,Ammonia,Ammonia,10000,Green - Renewables,48.379433,31.16558
"Green Hydrogen Kherson region, phase 2",UKR,Ukraine,Asia and Pacific,,Concept,Electrolysis,Solid Oxide Electrolysis Cells,No,Combination Renewable,Ammonia,Ammonia,12105.26,Yellow - Mixed Origin Grid Energy,48.379433,31.16558
"Green Hydrogen Kherson region, phase 3",UKR,Ukraine,Asia and Pacific,,Concept,Electrolysis,Solid Oxide Electrolysis Cells,No,Combination Renewable,Ammonia,Ammonia,24210.53,Yellow - Mixed Origin Grid Energy,48.379433,31.16558
"Ruse project
(part of Green Hydrogen @ Blue Danube IPCEI)",BGR,Bulgaria,Europe,,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,0,Green - Renewables,42.733883,25.48583
"H2V WN Warndt Naborien, phase 1",FRA,France,Europe,2026,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,22222.22,Green - Renewables,46.227638,2.213749
"H2V WN Warndt Naborien, final phase",FRA,France,Europe,2030,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Transportation,66666.67,Green - Renewables,46.227638,2.213749
"H2V IDF, phase 1",FRA,France,Europe,2028,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,22222.22,Green - Renewables,46.227638,2.213749
"H2V IDF, final phase",FRA,France,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,66666.67,Green - Renewables,46.227638,2.213749
H2 Pierre-Benite,FRA,France,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Hydropower,H2,Transportation,4444.44,Green - Renewables,46.227638,2.213749
Corrhyd'Occ (Occitanie H2 Corridor),FRA,France,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,4444.44,Green - Renewables,46.227638,2.213749
Val d'Hygo (Occitanie H2 Corridor),FRA,France,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,1111.11,Green - Renewables,46.227638,2.213749
H2V Gandrange,FRA,France,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,44444.44,Green - Renewables,46.227638,2.213749
"Get H2 Lingen, phase 2",DEU,Germany,Europe,2023,FID,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Refining,769.23,Pink - Nuclear,51.165691,10.451526
"Get H2 Lingen, phase 3",DEU,Germany,Europe,2024,Feasibility study,Electrolysis,Proton Exchange Membrane Electrolysis,No,Offshore wind,H2,Refining,16538.46,Pink - Nuclear,51.165691,10.451526
"Green Hydrogen for the City of Cockburn, phase 1",AUS,Australia,Asia and Pacific,2024,Feasibility study,Electrolysis,Unknown PtX,No,Solar PV,H2,Transportation,277.78,Green - Renewables,-25.274398,133.775136
"Green Hydrogen for the City of Cockburn, phase 2",AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Alkaline Electrolysis,No,Other,H2,Transportation,0,Green - Renewables,-25.274398,133.775136
"Green Hydrogen for the City of Cockburn, phase 3",AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Alkaline Electrolysis,No,Other,H2,Combined Heat and Power,0,Green - Renewables,-25.274398,133.775136
Green Shepherd,AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Transportation,2222.22,Green - Renewables,-25.274398,133.775136
H2Kwinana,AUS,Australia,Asia and Pacific,,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Ammonia,16666.67,Green - Renewables,-25.274398,133.775136
Kwinana Energy Transformation Hub (KETH),AUS,Australia,Asia and Pacific,2024,Feasibility study,Electrolysis,Unknown PtX,No,Other,H2,Research,444.44,Green - Renewables,-25.274398,133.775136
"Edify Green Hydrogen Project, Lansdown Precint",AUS,Australia,Asia and Pacific,,Concept,Electrolysis,Unknown PtX,No,Solar PV,H2,Other Industries,222222.22,Green - Renewables,-25.274398,133.775136
H2NorthEast Kellas Midstream Teesside Blue Hydrogen Phase 1,GBR,United Kingdom,Europe,2027,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,55.378051,-3.435973
H2NorthEast Kellas Midstream Teesside Blue Hydrogen Phase 2,GBR,United Kingdom,Europe,2030,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,55.378051,-3.435973
Shell Uniper Humber Hub Blue North Killingholme,GBR,United Kingdom,Europe,2027,Feasibility study,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,55.378051,-3.435973
Wilheimshaven Energy Hub BlueHyNow,DEU,Germany,Europe,,Concept,Natural Gas,Steam Reforming,Yes,Other,H2,Research,0,Grey - Nat Gas Reforming,51.165691,10.451526
Compostilla Hydrogen Project,DEU,Germany,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,888.89,Green - Renewables,51.165691,10.451526
Haldor Topsoe,DEU,Germany,Europe,2024,Concept,Electrolysis,Solid Oxide Electrolysis Cells,No,Offshore wind,Ammonia,Ammonia,26315.79,Yellow - Mixed Origin Grid Energy,51.165691,10.451526
EnZaH2,DEU,Germany,Europe,2024,Concept,Electrolysis,Unknown PtX,No,Other,Various,Synfuels,0,Green - Renewables,51.165691,10.451526
HH2 Europe,DEU,Germany,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,0,Green - Renewables,51.165691,10.451526
Goßschwechten,DEU,Germany,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,6666.67,Green - Renewables,51.165691,10.451526
DUSEDAU,DEU,Germany,Europe,,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,5333.33,Green - Renewables,51.165691,10.451526
GreenMotionSteel,DEU,Germany,Europe,2022,Concept,Electrolysis,Unknown PtX,No,Grid,H2,Iron & Steel,26666.67,Green - Renewables,51.165691,10.451526
CHESS,DEU,Germany,Europe,2026,Concept,Electrolysis,Unknown PtX,No,Onshore wind,H2,Grid Injection,6666.67,Green - Renewables,51.165691,10.451526
PROMETHEAN,DEU,Germany,Europe,2023,Concept,Electrolysis,Unknown PtX,No,Other,H2,Research,12000,Green - Renewables,51.165691,10.451526
HyKero,DEU,Germany,Europe,2025,Concept,Electrolysis,Unknown PtX,No,Other,Synfuels,Synfuels,32944.6,Green - Renewables,51.165691,10.451526
